customer_id,FN,Active,club_member_status,fashion_news_frequency,age,postal_code
3d10bc52bd1f1a06d14159c37bc01b018ad439de9744f730f1b3cbf5eae51446,1.0,1.0,ACTIVE,Regularly,21,f1ec1b35d869ea15427bf974c7ca4e58b11f574bce57cd09ad76d24a1b013e20
3d58f7cf6b4eec10e55a9c887ecc2e7d9226fad0a1eb3cb318b72b6db1a43279,1.0,1.0,ACTIVE,Regularly,54,93319d8da5531adb21ab76e2275411c5dd1bd22219fa39f621d59832bb48b45b
3dab1841831c24692b794d341bd3118949f094e544e92cdf91486d668acfe496,1.0,1.0,ACTIVE,Regularly,30,3f0459823e3480d88f08e1d576668042f026846408a07ca08b0ee2f4c5db25b6
3dac5db38b6243892384ad3698a2acd534f6b462a83031c23d719b3588a72471,1.0,1.0,ACTIVE,Regularly,53,bc5e105610dbfb11f78da16c0b11890c81e658228662c403f2d22797d65bd8cd
3db94b63388222357eec7561f44395d084aa48bd7fa7ce52f7e9d1540ba49cd9,,,ACTIVE,NONE,17,5c1115c6d61d99808b2d01e76f1d8328740342ff61508a6528a622189843b792
3dea728466b2c188a6ab2750d35bec45cc8e5e861dad3463f959709499ca4e8f,1.0,1.0,ACTIVE,Regularly,23,bb1bff34f953d7e8084b03ef2cae4307d5847f14303c9f96c8e818b376fb56b7
3df8c7ad8628ff02b1b06a9919d41b88c50da4f156706c6a7ae283f0e97c7d1f,1.0,1.0,ACTIVE,Regularly,20,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
3dfcc263fcaff877565c73972c2f3d0d2673cb15a4e883dd98904ffc9e4a938a,,,ACTIVE,NONE,34,742116cd6abc657660d42d76846ead5c90865b7ea429c0de0afc5d93d6d8b1b6
3e217c344d681452d746aa9997882ebd9838f02302ed2bae201e7d1357c8905b,,,ACTIVE,NONE,49,448a29a73fe6c4300a661549d5d85840886cf1a667b0243a5cc47c63e4f191d7
3e8300c60516a0f39fd1511bd141fd9bf41bb9f120ba647105e5d26de98a14e9,1.0,1.0,ACTIVE,Regularly,53,5ec6dd1cdc5fce3f463692176e91d5feead825d10ec5a509ff578764cc023eda
3f11f4ee03c41969174e9b377dccff24286ed3ac37053439b0f5e047a39ed125,,,ACTIVE,NONE,17,ff6335fbffa84c6186163101898c934101da8e16a87d3bd89fd1391967fdac4d
3f2a1a835630dbec2d5adc4679a171ee384ee87b8c4623213ea407b557022370,,,ACTIVE,NONE,30,779cb309c616a6bc134543617bd320f2dd1344cedee3fe66a8082eb8056e5f80
3f368c6eccc8b908a0da517b134c79eb7feb70e356885e4a39be444cf0ed56f6,,,ACTIVE,NONE,25,3f0db8e92d6961f7b8afb27b60bc88ac6a1c06cf3f1dca536793a2ed652d5ebd
3f445ed7f6d844648ee7310a59dc2e73602f75413156a200042397db59f067e3,1.0,1.0,ACTIVE,Regularly,23,dcc82bbb5902814b5e10563620bcb3a50e3603826a0687279a07c0c425310e25
3f52b27ba6ccf8cac75427f1ecf54b948e52c4814b49ab6488388c7f5a0318d9,,,ACTIVE,NONE,52,51599e04bdc1777cf1311c0c46eb8c0eaf94743e234b551a8c5b38e7dd1bc6bc
3f7a03326ac385b3689bd7a9da253f1d22cb875c06cae4523217a97629c39d6f,,,ACTIVE,NONE,27,af2448e4a2af9581000533f152d04d0be118db42b9525581d4eb9216122d21a0
3f82a90f4bd44f146f2a0b06c507e62f49be3fc6437912fc5a03910a2f4fa5aa,1.0,1.0,ACTIVE,Regularly,26,bc26c6a86c13f2c6c0deb91290edcf0422bec8af022db2847cef475e0b160956
3f9f601bd49a3ff2050a8c9563751aa491c01dd90f846651c2db14ac9b095e4b,,,ACTIVE,NONE,31,a064fc8adf7af87118362705a2e9367a02729ce7d99820cadb15ea36910ca0c0
3ffb740431a3d13ad7a38f6e793c09c7dc43de0d50718525803758127139d135,,,ACTIVE,NONE,31,a6615a32c8be003b8ec35c997f2f38b93c6ba7f1f73efe39a98b84e1d914c670
403edf496683b1be5c338b11644d0e18b8a02430395e8f956236190ccdd6f9c8,,,ACTIVE,NONE,53,7f69cd05995b281ff45881cbd8c90f13d3936dfb75aa56b6b46d53de0c913fc1
4072d89747005afe9336e9c30ab927d41eccf1476d89738da558b9bf23b8e6f0,1.0,1.0,ACTIVE,Regularly,69,bd4126cacfdb1684d6e07430138cb59c7e230f5c6ddd9e1362f0cb4b9588ab2e
408268183c327b7f203dca723b05db8897b89d08bdaddc2cfb31134a77dd6944,,,ACTIVE,NONE,50,0bb2683a9fcf5bc9a60748ebe8d9c875206fc12dbb9e65fe5c5c46e0916ed8a6
409b95dd4d1304024678c702dd15e9abe2feddf40d8415511cd057603d41ba57,1.0,1.0,ACTIVE,Regularly,27,38d917e4d7eb782b4ae377771fd812a95d92166da6a37f77669582e781ff76c2
409eb6dfdeff4bde9de48cdbfa525c4872df3a3b329de9141c39660babf60454,,,ACTIVE,NONE,33,f9944e15e44882fc2edc667498be59908314b636571a0435f68ced8c0c03fef7
40c20a4143eacc56c19a0a974a6e9dcc6ec8660a7b0ec8e196a3fe9cd663de88,,,ACTIVE,NONE,35,83fd6b46cd62f40e2ee175f907579ce4ee9a593647cba131afeb8d4221099bc9
40c53e31948a0e8c75f2292d2e0aad61e560e1a7307ae8cdcfa3a6cac106a9e6,1.0,1.0,ACTIVE,Regularly,54,25a809295ece328850cc3bf3c2ca0c9ce7ce8c318f709f40a1469133439472b1
40ed2146288c0f24522ad8b760e60a7756f8f6da079838af6a24129aa408d071,,,ACTIVE,NONE,23,93f9d80a6ee2f47ce44d2d8724c1c8d87d3921e441b4eec06c260901bbd9922e
40f394c99f80481cd85005f74cce018ff32ebe39b06307f1521888f4b6883e43,,,ACTIVE,NONE,30,782b47f14be48530449d8b57057eb4e664e4871eb1166d84d61c00e73233a3dc
40fcdff9785fd6dd1001e7a053b29417099e20696839b4cebbd7cf267e0aece9,1.0,1.0,ACTIVE,Regularly,27,4a4112caa79a3f0a639027d1fb2e8fa9048880e48a6be16d32bb1e97f2357e66
4109762f45e492fc6de0b25f368a3e5c48c33bfd3c3a180f08b29ac64c3ca7ac,,,ACTIVE,NONE,55,91684a034ee72a6796a0cf80bd3024bc2bac5af4be430eae4c03b523c57da0d9
4192fb73156130453bf6e481e3d39d1494b04d28680e9c7b98dcab3c6daa3f37,1.0,1.0,ACTIVE,Regularly,71,d1e7a537fc824c9df0f2e74b84166ab4f49527e870b2d453b6c9c785ec63c552
419d23baad1bce2c92c964a28f71012423904382110271c9e4a35fe7b2a744fb,1.0,1.0,ACTIVE,Regularly,31,f1b5e5b9a34083bfa6c6e28dbc4e04bbe106a41a236a242d318d7efe82d4fc5a
41a45190e672662229c75216c6642ca168116149cc866ac740192ef54124c41a,,,ACTIVE,NONE,22,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
41b5c457a5ccc189deb5d9b7420d3e1125e304fe8d5ea13bc496b9c19decf751,,,ACTIVE,NONE,59,bb21f8316f0d6f1a3922a7e4c8a277f72b3739e1d80eedb7d4dbd9c6efa32351
41f40ccab92fe8550d3d8769a83fde709bde4a710e7ad7231b0aac8991d63a6b,,,ACTIVE,NONE,28,7d2ad5a0e57f064e67fd33ccd2c0ba0e54adeb77704ef4494e219d0973d7b989
420d33d2df4a02ef4beff7c5fa980d9a0e6998981f2bd36787a091dfefac960b,,,ACTIVE,NONE,57,506f21cc47707cce44f98240139a994ed812714e3113c8320bb886c798300b3b
42601f637b8b06154a21b9717843620dad76cc20845422bdf06f50c88ef277c1,,,ACTIVE,NONE,32,92c62838be970fbb64ce79592b98fc3b531c11773d0d75b9ad3838fe6fe85974
42abb6bad8e7f3113ea0ba86d0c18655865f9e32e4b8af43d12c1c7c21916d9e,,,PRE-CREATE,NONE,25,185935968bb2e0b93097c9ffdbee753a1ceec88abe5a9c159aa7622c22903d78
42ba36c9ec77cbbec23262c22ddc0ccc0c9c327cecd9fdcfe6c1d4f143c4737e,1.0,1.0,ACTIVE,Regularly,49,9fef63edf4bd703c876153e8e2671a8049117dca0ba3bdbffd382ae9e66a6d56
42bfb3b66eb7350de9a266c2da620fb33563d78e6cf241c3bb82f749850007fe,1.0,1.0,ACTIVE,Regularly,73,da98b1d72db7b41307e0561dd42e5ed391bb11921c6096689d2a7f5030ae998c
42d28c13776b342ffc13d27460087121144c8ea85967b04f855f49fbf201f848,1.0,1.0,ACTIVE,Regularly,51,c534202c655c87b4691da7a795b8c39f409869f56a1a6bcff5b8ce12d81241ce
42e8031d7dd60b5e798e962188d43a821a7c59e003e38685f530630bdec22ba1,,,ACTIVE,NONE,17,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
430a5f1fb3a3eadd14ad5e6e08ececa0486a3224cb9a16542b93194d9e70f459,1.0,1.0,ACTIVE,Regularly,19,98508224e3e01fbf30af732fc852827ef7e260ab8407cd8fd990c1e8dbcc283f
430e2c9a4229bb161dfc31bc3483d6e1209bea0520b6e45b9275bb88bcc27043,,,ACTIVE,NONE,56,f443fa615ac250f2ad597c269ba0e12b52a4e90c5c42a93deb1ae53475e4a44e
43205e3aa14f60506c0695a332a92c94238bbbf167d691baacff4287c431bc2b,1.0,1.0,ACTIVE,Regularly,23,8dda5c6440deaa5b15412cac15ed8f6e925121d704bd44e8e701205294cd249b
433954134e8874fd470a8070df5a4b93818ebd42243a111a945be3f73dd23a23,,,ACTIVE,NONE,47,87a9735527dd55ef302db381f6747ec2ee4e2875c119bb3590823140e37439df
4353e15bb3b73030614afd6552361dbb6922bab3e419f6dd6c0ab31abd2245d7,,,ACTIVE,NONE,29,963ffa5ec475da0384b272db13f8a1e2881fea27e544b8d39c50cfb67f93af0b
436d49d0d3ac3b20d38a0c2dc9fd48714dfc37920a9daebde7c4526cb12bd89b,1.0,1.0,ACTIVE,Regularly,62,7ef8cf4b35f8810952fbc137a3e8a77faaea920cfad3f4b33a98266e11982ec1
437a8d46e23e7e700501c714fb6916916601534a8e23d9e9c503865a4c9ca9d8,,,ACTIVE,NONE,31,141171d66ddc9c931bf9b58154fe26532be7b681f4bfd13477a0bb84f5513a30
437cb017c782d27299043b8ded9fe3dde7df9a63524f659ff68b5260058faab0,1.0,1.0,ACTIVE,Regularly,21,40a8d37a5f2e7cac938e18e310c9620c93853f8b738a1aeef5c35978382377cc
43d2f9a7b4535cbd3b21843f3af8a7f41b7a24461ac25f2897e9b4b36d35c3b8,,,ACTIVE,NONE,18,febc4ca23c25dc198786bdd040db752ca4d63b1a3a162711b00fbe53b365cea6
4438361bf2f6a0d6fd7f02904a3608112b1cb3f9c4ae30b59e2f159fe20e5fcd,1.0,1.0,ACTIVE,Regularly,20,7d6678e66f3b701f98412a933da2c072140fccd77b235870ee10f6f1781a31b0
444a6766d83a74eed4d72885fa26956c943987697984fa3afcec0130e6e42cf9,,,ACTIVE,NONE,25,84169024db9b1c1e7c93929bf133bdc20feff6bad153c41645636e75e0cd41b2
445d138d47c0de161ce983379cc00e13b8d452c1b193c5f568009d046f790326,1.0,1.0,ACTIVE,Regularly,49,4689cf42edeb0e0c1d92ff91706b0d840d3705705d52917b5f7677b0dc77cec4
4468a56ebf21cfa0160044f1b68a39ad75bee9b2935313c83f307750a9f2df9d,1.0,1.0,ACTIVE,Regularly,29,b0f8cede489845d84759191ad363f0c0747a05c5c37616322eefb0b03258fcd7
4468d70aa177ea5327a884d8a547ea78b4b2a757509ee10f21acd459106b4f97,,,ACTIVE,NONE,39,312e16070e65637a10a5d20ae2ee4edcbb227e2b881c8b5080c042e6c30ab3df
448ac40d7cb954df91394b00a893c000d3d6686c4fba75765cb39d9be520beb4,,,ACTIVE,NONE,25,c8039821d6d532eebd72eb97de9c9c894af9852a9a1a7cb5ae013defb3c1f435
4490f08b6bfa616520d26fa90e8a5a887120411ffe1bbe4c48c787100abaa6bb,,,ACTIVE,NONE,58,517004bdb15579adf6396f64daf5128a9428c3141f552cdd76d3bbff80c30f0f
449cffc00fd644ad90a27735c703b4c960f2183757c1a0ac0c187ef4e2b2f792,,,ACTIVE,NONE,26,86769763f6ab1693edd1027b3dbebfc69277bc5f826d5f489a00cd89d27e1b34
44c0de1ecd771067a6eced881dc17e752ffe1c6f2fa3c922ac483d8cac4101de,,,ACTIVE,NONE,40,218125bf63fb0951d0697e5bcb061fb27330b587c780c165402663beba53d78f
45868cfe66cf348a359895145095a275095c53ac02b7ba8d606bfd8cd87c0050,,,ACTIVE,NONE,24,5505d3ad738481b0395b1f6a3d42df515ebb164419a56b61e366b1716a8b8c9c
458899e9ee9c6afee6ecdda86b789bc7f1de0961ace76d8955a8dc023986ce88,1.0,1.0,ACTIVE,Regularly,70,561df4c903e9ea0e95b82bbe2e57b7198d6f600648169ab31df9184a99d6bc4d
45a8d9cf504a3193286ba7fd122ac7b03ce3423d9590e81174f6886765729ce9,1.0,1.0,ACTIVE,Regularly,20,470d583da4f4cdca0c84e3e37702a62ba8aef33a5a7604f1c0d408eef0d32935
45bb06f4d5d852c45cc75fb02f6869ed9ff69e3eb8f4b3f0b06a60a3ae4fa8b3,1.0,1.0,ACTIVE,Regularly,54,9d80dfd7464cda8685cd434d07d788e84b4b42ab4ccaa686a393f10933f0dd28
45c8861ad1b45ede66e7e1ee58bec4ed90392e369283cec197e077ea9c5cacbc,,,ACTIVE,NONE,32,4de2bc00846ec2b8a257705acda6cf448c558b556bd6812d41ee05880fa92ae1
45dd19494fac04ddeba16767ab3cc9b6e173fb192028a17d03b57cae28bc6e60,,,ACTIVE,NONE,49,6cb24692f90a928fda40d9e80e7359037e032205a04d9fda62320eba2ac294c4
45fb960912d6238db5538813c972e6cd2355dc9739536bd9d771247db8c9b7c6,1.0,1.0,ACTIVE,Regularly,31,a25cc81515af4651b6f6c9b1bc74d26c3dfed07ecae432f72de9c22ab0571481
462ec189ba8d7eac4cacb44739f04f527de5a6b7c4753280e01d3e02ba81c194,,,ACTIVE,NONE,32,0bb132d0050c36a23d4801adacd05a877a25267ec7786e97e6658d636f3115f3
464e7c8e2cc328c1d5a098525c2a4971a4a4b389b691b0fd114a03f2cc46fecf,1.0,1.0,ACTIVE,Regularly,26,d6c7ab4171dc87fe2713086697ab51f9ae07ece059d7d82629d0dd357a24da53
4677595b38ebae06ec0021ed224517d4de8e1e9e715c3343b6865c3823c2a160,,,PRE-CREATE,NONE,23,91106b8c00423c7e9f22ebf9784e35f3758ed78e5b3b59bc9c88ac9805194bfe
469dddbdc4f12ed5607d429e8d5ef1eea67921462dfb5fdc9d3ad2b225c13aad,1.0,1.0,ACTIVE,Regularly,29,de16248fdf6b11a3d60a603d98e6bee368772d131fbff174aa485edd85cde4e0
46af0528727dfbf5a6f665ba4f6a70a4db0878040937ed9180b8bb76e982dbb5,1.0,1.0,ACTIVE,Regularly,28,0a3d964df84c3379aee8d736afd281ee3270a437d14f34faeecbb5991c4a68ba
46b5ea38a49aac0dddb085ace95520c3380608ebfdefb6b1519ae69e6770b7ee,1.0,1.0,ACTIVE,Regularly,,b9cc67b33b6efe43628ed7b39fccb68ad01dbd5d7617650af456e3c808b115f0
46b996887ec69d9a6044aab5e4638855c57185cfda81abadce2a144cc7d963f2,,,ACTIVE,NONE,23,54ff1c12dc310956568aa18c6b0881c64281cd03a68ac53485ed806c73c55f23
46bcd801648a62f2048ec5e95b143929ba704be93bdd2c1aee4ea4826b884dfa,,,ACTIVE,NONE,28,a67319c9a12bfca7148ac90fab3db226d70663b7403b17f96820a269a2bfdb28
46d42cfb8199a59813067c4e8f2777e67b4eae1171fd6ef70d78d89d40f9c4bf,,,ACTIVE,NONE,34,35c55122cdd55535541a6fec35340ce64e99459c514f755c82d2c207af4e8c72
46e3dd40f2539fbc660531fae4cee012191a1d0439de29f0ecdcd876e013552a,,,ACTIVE,NONE,22,9bef3bb5455c39a0aba3c25a918364ed2e0acdbf5798f82c64f2cf903aa68085
47068209427c40397ee3d68300d8c15b68a709223b4bad1130966b045041e92c,,,ACTIVE,NONE,21,99b1d74d17a324fbc2e8be4d3a77790ab215630efccad8c1590c5f258a865d41
4715bfe4fe902998a45b102663516ac60e1639d759a7019366b54af8e421849b,,,ACTIVE,NONE,23,0f2a54789183a0b070d893214526acd407264652384b210d79f0edd302680372
474ea4789ea56f977021dd3d8cb63a5109e70b1695979ddc7f19872926913a81,1.0,1.0,ACTIVE,Regularly,23,a225779adf958221433555f6b07c8d2dedc14589f84a8ab3d250c9f3b9d4c6b6
47ae62fc6196437591d8a682e0d9a808ab8bfd0214280300fea5d4a0e03963a3,,,ACTIVE,NONE,48,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
47d6dc09cb5df00e5c7109ff1864c470549f2963c6403b4519d00177214aa8f0,,,ACTIVE,NONE,29,35cb2caa8ead5753f1beae55875351f2a84f83369579d7e6f0014404e776f0d1
47f54db21d765c5bddd91e03e71aa69a8ac03bb4c44b85925808ab4d66e1ffab,1.0,1.0,ACTIVE,Regularly,21,5903e7d78d98e4fe644afa09de565d10cb6b7ae1433923709ee5512b54b4d20a
482e3a586dc7c36b82cdc458b5ac87b21b32a1f32b1ca65bb46a7092c5e6fc19,1.0,1.0,ACTIVE,Regularly,24,9a35adab1bf5276c78673591bbc426012f12e32a68d8023c4e72ead2c3e80027
4850dca99ecdc15b64d136de57042b4653c6ece3b81ed79a1d4bcbe7c9fdc576,,,ACTIVE,NONE,25,b69bc134179078cfff414257579fce833b838779308c57955ff4d84dcbc370a5
488a5091606978981b7f41ab23b3bb8d5f47a7be9ad65c804ae882217e41813d,1.0,1.0,ACTIVE,Regularly,46,e4fbba05e54391453d0490162a005ab9f62a72ee932ebf06e89e72e31c78dc8d
48bbd51165634f4f42074ca03c4804e2254fda0c07819b40d90e3dd2c082735a,,,ACTIVE,NONE,21,560fe8ffb3c6a45e4ffd71c9b55e073579a05f221957d65b33ae61f972844fdb
48cdcd7090ac62d48628a37e63ee9bcff836882c0a1b865af33c264b46883e7f,1.0,1.0,ACTIVE,Regularly,75,b05eeb3def41c5b095b166caace38960977fdb68a28a7e25cc435658ab3d1481
48d22fc368f8d73ef65d351f41e5ad84d223ec1ed787d23de3d4976989e6c628,1.0,1.0,ACTIVE,Regularly,31,4a7b66d711cbf3b452d2885dabacbc4e6614a48d49f659cc26a77603aa0aec96
48dd736b4dce7951cd90f124fcfafca2b16a38fb6ff97f300e509b94ca259bea,,,ACTIVE,NONE,20,7e7392742c01030de8c63ad63fdb9ce5bc3014188bc2232de1a3888152279d8b
48f1d5eaf970fc2977921c9724859d35d9fd4e86601dba6ca1c56596d4a4ef6b,,,ACTIVE,NONE,48,dfd95b38f3d8cab217621283a92ad3c7e88ee5634ab1e4fbced0181b831c4d79
49049778f56a8998858143a32effdf73f78384f353bd23ae91a776a3cfa66f62,,,ACTIVE,NONE,19,187edf61df3981f7d9abbfc051726541759830938978ea0ca4a3a7335318fe07
492096cac1439c3283d5b3a888d0f7087a377ac44df5779fd057ce4699aeb9ed,,,ACTIVE,NONE,26,c2c775e5f94d2eb84197e6bd95bde5b6177c0114a7afaf9aab677a5a130eb39f
4937e73ba380ed18501a3b344308794bbc1613f5d84ab7b99d8a8574d21d4a82,,,ACTIVE,NONE,24,ffc031be85ca88e240bb1a9026ab29b4af3957c087bca1c992a79441fdb95dde
4940937c1bb909894f7c3c22b4851b948ec199b6df3296e00c0bfebf17fde119,,,ACTIVE,NONE,38,c9e5db152aba77908004accb9b2429c7760738c4a74bf30fa37e765885e0d1bc
49cddab47c4543d3b465883a31b24b9cca1b5052f1cc361ff918fee99b3be9c7,1.0,1.0,ACTIVE,Regularly,19,8225b017f144f002e509ae3d018ba40f0e3fb4accf3eccaa317500f0d83b85b9
49ce25b69842c8a6bdd8dc7a94b668e2f785ed86daaa15b1527c87daf3fa7428,1.0,1.0,ACTIVE,Regularly,24,3a4762de1e0e4f77031daaddba36b49dce2ec4895eec2541935a6ba7a8cb32d3
49df8802d700186e4193d511f2f09fcea3035823e12aace02888e235b0098579,1.0,1.0,ACTIVE,Regularly,28,52b27f3ad0ff595821f1c6d0ff758cb1a7f98c5fde592357712abd5a5c5b07f5
49f942e1d7d143056f700b32d42ba1f2e58dcd6c1bda4511ee85c0c7fb2cc182,1.0,1.0,ACTIVE,Regularly,52,bce8e0807144c3fdd29a1660d115af366ed69c113cb85f636f8b7f78fdf6eda8
4a34b31209d89f9e4fde88e7b7225efb42a870c45801f0725aeaaa1c886eb751,,,ACTIVE,NONE,20,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
4a7078731ea1b2f71bdf6daa40ed41d4bd11095cc6f643da1ace9faeaccd99e7,,,ACTIVE,NONE,23,1239c64f554e711e737025184aa233c1914f50061bd0074a8fa8c91fa3238b4e
4afde20157ce325a00e629baf83405d3328016837c5f58b9ae80034d4aeecc7c,,,ACTIVE,NONE,53,73b5dc305cc2a6ab63e09b07b25e393abfec28d325a696157984533b4fe714ae
4b0dd80725434bab165d4f7951e31de7d7be3a610ce0b4b10f94014b03e88d49,,,ACTIVE,NONE,23,55d0271e7a9c937399515b30122c60adf96d78714e4116850e80703e4a123958
4b25ef58909e15b6db973a5470c6aede5d45b2843f041ab2060e710e1d010a86,,,ACTIVE,NONE,40,dc06c10cd425a81c80dd212c3ddd00a42b16649acf7f49f04d2213fc4c4a2d08
4b35a712ac28a0ada06fd7ed4cb3900934098667ae9c96bee2526edaf250809a,1.0,1.0,ACTIVE,Regularly,23,cc67e1b9352183fb9ccf4e2e325d71f78a3d011a89fd9126255e0d24a97f1f49
4ba8446e62b9f075e6d4e19969c2012d29c7ef2ca706ad6e40db6645abb2c097,,,ACTIVE,NONE,57,2d0e31863a032ee073bc0b08d7ed058f078e848b4ed41e7fb320b10e9e9a2d98
4c05297990b7840c68b9d3dc386cb3e6c84d120c0ba750e8e6e71fa32ca003dd,1.0,1.0,ACTIVE,Regularly,55,1f24b9882d227f15d9689bc930164f30f0f4c7968365d4de6043a5580ab78c74
4c26714477541b1c159a74949fe4e79b7aa5d3a1f6c08100b86f63dc4c99dc7b,,,ACTIVE,NONE,28,b5f1508378ca0f5a4504a2b9c3603a9660a178992efce691ce27e891ce55feb0
4c279404bb0a76445e0b1124d86bb86650df56cfbc018ee58a62f48f02a82985,1.0,1.0,ACTIVE,Regularly,53,a7b0601a3ede6f109c799fde60db36dcc42b80c308a351eba4722d0880fe46b7
4c2ed49907f163a120f416fbb4cbe31efffaf13ccfa152d5d2a9247c56e36e2b,,,ACTIVE,NONE,55,b01d65abe19a25a5ec87d841c4bbe9562e4f7417d897846ff052cc1e9dd470da
4c4e798637af05990741f9f10d3b0fa8769547e75bd1c1dddbefd4219f151c17,,,ACTIVE,NONE,27,dbcffd1eec6e6ed94102dc297bacc7bc4c020a00d4c6f0b412874a9bf2062bb9
4c5b5ba61051b639966446cb2be5efdeed444bade2810e6457faa88577d90990,,,ACTIVE,NONE,28,e430ea440165e68fdc6d91727602e0a8f47876f23ca05bd384f795d979c32fe4
4c791c425f7c543e869ae8fc39cb7dc55b30f409c516bc6cd1e29947240b1ccd,,,ACTIVE,NONE,20,e7d3447594191daf4e651d7bbd63bb44669849c5fb91ad763204e2aaae7b3a87
4c7bf560447122f25d7a2737333f3cc4c63c460bd7834de0119fcbdb97701822,1.0,1.0,ACTIVE,Regularly,29,f4e76a87be908f357a12ca9ae52c8000c295f7fc86165d67469745e84c89e690
4c859be81050ddd3176a342f35061e713727c782f17b36978d606cef96436232,1.0,1.0,ACTIVE,Regularly,47,3f944a7d6da81864b4baa9dd1dc9f7bdec97047e02b2790df8bb7ff57acf3e93
4c9621a8f3c38da1a8953e8c88e6d19ca4a3ddba431a1db7803d45eef61d1433,,,ACTIVE,NONE,19,349df7eacf9dad03fbeb6118cc0a1805df96fe0bef734f807724bb1c30980df6
4ca56a76baa57388dfdd7ec2371f9ad4679f07c898fe02029ac034c0a77228ba,,,ACTIVE,NONE,29,25607a938985ba79a3a3f1748e24080fc16fc5e4e401b92ec94a455c42d6b36d
4ccbe79f2ee1de68b4ca84146adc6802bc3ba1ff4aa4bbb7910574b4e2a7782e,,,ACTIVE,NONE,26,13a5f53b8bc13dff6996ec0871e10603cb7fcd9f2779130d16af4ac5dfffc32a
4cd339950555cd54acd4904fce032fb3bc415df66aba50552454ed165aeef83f,,,ACTIVE,NONE,25,18a7c1a521010f819fa95e4037ee73a12aac624b5db0329638972d2f278d885d
4d3861f62bb0781683cfcb6dc2687312da4bec823f044ed0d23afafc37dff59e,1.0,1.0,ACTIVE,Regularly,30,3a3e7c9a8aeba5eb43bd3751384f6ff206984713be48bbc0b35048062cb6a814
4d66bd4e141584a9ffbd55d5d0ffdefa46461206c5b0c74566b3a751530df008,,,ACTIVE,NONE,29,3c63d9276469643d6447891ecf0781564858b9a63976351027c7b4d9bcc3ae9d
4d6faa79a218653afd3671cf24cf4cd50091b630a3c1788552030f8351736f63,,,ACTIVE,NONE,33,22e994abca74aee2a5d97fd1f7dec7c1b2d017dff736e0b51ed455dac447f39e
4d7332cb81aca6f526f2c671dea74ce3bd3c770e7ef560a6fb58e8b75c6cc01e,1.0,1.0,ACTIVE,Regularly,37,7f3fd10110928ee8457baa48844455a56a506ebf7bbc85f47c541b5026a8522b
4d741c6ae23120b1409466b1fe1a6116e12cb2f583a771c725fbe0883d16cbe3,,,ACTIVE,NONE,40,3bc8c323fbe7c559b449bcf15f9e81ce48bd77bda91e41858fd38d71593d9e36
4da683ce8ded712a4471ea9837c6f2bc08249c5d774e09f234816669d92a6f17,,,ACTIVE,NONE,23,5f3cf268c0bc99a36ed6a37d048febd619c0618a7d1ed1162ba133845fa5ef98
4db1f33dca72b9ce9332c4fdc3d014982c7e3265c9e0e92c5848d4bc74f9081d,1.0,1.0,ACTIVE,Regularly,21,5a3d749c78b84cfaccc93cb09649e08b1be33ee3bfe6f291b150b1b7d551b9ac
4dc52f077aa439ce6301436e2adbfc236bed383f55de13afe9df958a3365797c,1.0,1.0,ACTIVE,Regularly,30,55a9a0ffe29fd2976633ad61a0c29319c13f1c2b689d074df5a6edef61cd4245
4dd5a08c8d8e51aa0c0f875dfb1705a8b4c165946af29839bce2357387cbd8d8,,,ACTIVE,NONE,44,2c23363c0649ed4b583c0d928269261d082946a06cc526456500c341d2cd0a74
4de6cf3dec6b2c97225b6f52088b682fc4b19efca45f6fd6e666235f75f228a1,1.0,1.0,ACTIVE,Regularly,25,0cc8a973820b7347ac14e2698320617180ce904c0310e188683c9602725e5c98
4e0d0333d07ba867b12f9d9def4be7e0fac712cf6ff619cd4c769464b28fc5ec,,,ACTIVE,NONE,56,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
4e10f5a2e7dcbc2dc01344255dea20476eb72970334c1d4f56dbe5581f7ceb34,,,ACTIVE,NONE,51,747ade2640809cae064986883e90433b5794f3854c94e32e174bb7551e21c098
4e2bfa3e8b3dbfae53ced05e94ea07f219169d58eccf0d08e5247cefee9ed339,1.0,1.0,ACTIVE,Regularly,28,8d23103452bb3f9b5b4b07e7c0e2d13b9f20da95d7c200cd1087552ae37f6eaf
4e5c6ea532d2f634d38a91dadedb75a121545a98fae2e599d2bb2ae5e10c2296,1.0,1.0,ACTIVE,Regularly,25,c0f6e644bd77f6e0e21da925b87443bd700cbbb43a061ed7366407de1029ec46
4e6537f7aea1205a48b0fcb132374955e61ebf163bd9c68a5628c8880e793f14,,,ACTIVE,NONE,18,e0f8301a3ecdd6b1437e6020786f972ce28f061c9261359d0fba24cc65d4b7d6
4e758dc36085f5cd5fe6f1096f63c045f8b7e8ba586dc937a0eb2382b20e421a,,,ACTIVE,NONE,28,3c5b40b4b046ede0e69c8f4e109d05db341a7a54caa65dea18743afc53ee0ad6
