article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
0751471023,0751471,Pluto RW slacks (1),272,Trousers,Garment Lower body,1010001,All over pattern,09,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length cigarette trousers in a stretch weave with a zip fly, concealed hook-and-eye fastening, and regular waist with concealed elastication. Side pockets, fake back pockets and tapered legs."
0751471037,0751471,Pluto RW slacks (1),272,Trousers,Garment Lower body,1010012,Mixed solid/pattern,08,Dark Grey,4,Dark,12,Grey,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length cigarette trousers in a stretch weave with a zip fly, concealed hook-and-eye fastening, and regular waist with concealed elastication. Side pockets, fake back pockets and tapered legs."
0751471038,0751471,Pluto RW slacks (1),272,Trousers,Garment Lower body,1010004,Check,09,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length cigarette trousers in a stretch weave with a zip fly, concealed hook-and-eye fastening, and regular waist with concealed elastication. Side pockets, fake back pockets and tapered legs."
0751471039,0751471,Pluto RW slacks (1),272,Trousers,Garment Lower body,1010004,Check,09,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length cigarette trousers in a stretch weave with a zip fly, concealed hook-and-eye fastening, and regular waist with concealed elastication. Side pockets, fake back pockets and tapered legs."
0751471041,0751471,Pluto RW slacks (1),272,Trousers,Garment Lower body,1010016,Solid,13,Beige,2,Medium Dusty,1,Mole,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length cigarette trousers in a stretch weave with a zip fly, concealed hook-and-eye fastening, and regular waist with concealed elastication. Side pockets, fake back pockets and tapered legs."
0751471042,0751471,Pluto RW slacks (1),272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length cigarette trousers in a stretch weave with a zip fly, concealed hook-and-eye fastening, and regular waist with concealed elastication. Side pockets, fake back pockets and tapered legs."
0751471043,0751471,Pluto RW slacks (1),272,Trousers,Garment Lower body,1010004,Check,09,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length cigarette trousers in a stretch weave with a zip fly, concealed hook-and-eye fastening, and regular waist with concealed elastication. Side pockets, fake back pockets and tapered legs."
0751567006,0751567,Diego denim shorts,274,Shorts,Garment Lower body,1010023,Denim,72,Blue,3,Light,2,Blue,1410,Shorts & Skirts,A,Ladieswear,1,Ladieswear,6,Womens Casual,1025,Shorts,"5-pocket shorts in washed, stretch denim with a regular waist, zip fly and button and raw-edge, cut-off hems."
0751592001,0751592,Astrid shirt,259,Shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses,"Shirt in an airy cotton weave with a collar, buttons down the front and an open chest pocket. Long sleeves with buttoned cuffs, and a gently rounded hem."
0751664001,0751664,Space 5 pkt RW tregging,272,Trousers,Garment Lower body,1010016,Solid,09,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Treggings in superstretch twill with an elasticated waist, fake front pockets, real back pockets and skinny legs."
0751788001,0751788,Boxer,264,Blazer,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Gently tailored jacket in a crêpe weave with notch lapels, gathered, 3/4-length sleeves and side pockets. No fasteners. Lined."
0751788002,0751788,Boxer,264,Blazer,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Gently tailored jacket in a crêpe weave with notch lapels, gathered, 3/4-length sleeves and side pockets. No fasteners. Lined."
0751994006,0751994,Slim 5pkt Midprice,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,5672,Denim trousers,F,Menswear,3,Menswear,56,Denim Men,1016,Trousers Denim,"5-pocket jeans in washed denim with a regular waist, zip fly and slim legs."
0751994007,0751994,Slim 5pkt Midprice,272,Trousers,Garment Lower body,1010023,Denim,09,Black,4,Dark,5,Black,5672,Denim trousers,F,Menswear,3,Menswear,56,Denim Men,1016,Trousers Denim,"5-pocket jeans in washed denim with a regular waist, zip fly and slim legs."
0751994014,0751994,Slim 5pkt Midprice,272,Trousers,Garment Lower body,1010023,Denim,06,Light Grey,1,Dusty Light,12,Grey,5672,Denim trousers,F,Menswear,3,Menswear,56,Denim Men,1016,Trousers Denim,"5-pocket jeans in washed denim with a regular waist, zip fly and slim legs."
0751998001,0751998,Melrose 1,259,Shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Shirt in an airy cotton weave with a collar, buttons down the front and a yoke with a pleat at the back. Chest pocket, long sleeves with buttoned cuffs, and a gently rounded hem. Longer at the back."
0752514007,0752514,Soller RW wide cropped,272,Trousers,Garment Lower body,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length trousers in soft, gently draping twill with a regular waist that is elasticated at the back, pleats at the top, diagonal side pockets and straight, wide legs."
0752657001,0752657,Fiffi folded waist,273,Leggings/Tights,Garment Lower body,1010016,Solid,09,Black,4,Dark,5,Black,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,"Leggings in soft cotton and viscose jersey with a wide, foldover panel at the waist for a more comfortable fit."
0752657009,0752657,Fiffi folded waist,273,Leggings/Tights,Garment Lower body,1010010,Melange,08,Dark Grey,4,Dark,12,Grey,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,"Leggings in soft cotton and viscose jersey with a wide, foldover panel at the waist for a more comfortable fit."
0752661004,0752661,Darling sweater,252,Sweater,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Top in sturdy sweatshirt fabric with a ribbed stand-up collar and zip at the top. Gently dropped shoulders, long sleeves and ribbing at the cuffs and hem."
0752689002,0752689,Fred shorties 5-p,286,Underwear bottom,Underwear,1010010,Melange,09,Black,4,Dark,5,Black,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear","Shortie briefs in soft jersey made from a cotton blend with a mid waist, lined gusset and medium coverage at the back."
0752689003,0752689,Fred shorties 5-p,286,Underwear bottom,Underwear,1010016,Solid,09,Black,4,Dark,5,Black,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear","Shortie briefs in soft jersey made from a cotton blend with a mid waist, lined gusset and medium coverage at the back."
0752814003,0752814,Milk RW slack,272,Trousers,Garment Lower body,1010016,Solid,09,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Cigarette trousers in stretch twill with a regular, elasticated waist, fake fly, diagonal side pockets, fake welt back pockets and ankle-length legs with creases."
0752814017,0752814,Milk RW slack,272,Trousers,Garment Lower body,1010004,Check,13,Beige,1,Dusty Light,11,Beige,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Cigarette trousers in stretch twill with a regular, elasticated waist, fake fly, diagonal side pockets, fake welt back pockets and ankle-length legs with creases."
0752814018,0752814,Milk RW slack,272,Trousers,Garment Lower body,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Cigarette trousers in stretch twill with a regular, elasticated waist, fake fly, diagonal side pockets, fake welt back pockets and ankle-length legs with creases."
0752814021,0752814,Milk RW slack,272,Trousers,Garment Lower body,1010004,Check,09,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Cigarette trousers in stretch twill with a regular, elasticated waist, fake fly, diagonal side pockets, fake welt back pockets and ankle-length legs with creases."
0752814022,0752814,Milk RW slack,272,Trousers,Garment Lower body,1010004,Check,09,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Cigarette trousers in stretch twill with a regular, elasticated waist, fake fly, diagonal side pockets, fake welt back pockets and ankle-length legs with creases."
0753475001,0753475,MINDY SHOPPER,477,Weekend/Gym bag,Bags,1010016,Solid,09,Black,4,Dark,5,Black,3944,Bags,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Small weekend bag in woven fabric with a zip and two handles at the top, an adjustable shoulder strap and a zipped inner compartment. Lined. Size 12x35x42 cm."
0753692018,0753692,Zitta Scarf,80,Scarf,Accessories,1010001,All over pattern,10,White,3,Light,9,White,3409,Scarves,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Scarf in an airy weave with fringes along the sides.
0753692020,0753692,Zitta Scarf,80,Scarf,Accessories,1010001,All over pattern,13,Beige,2,Medium Dusty,11,Beige,3409,Scarves,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Scarf in an airy weave with fringes along the sides.
0753692027,0753692,Zitta Scarf,80,Scarf,Accessories,1010001,All over pattern,93,Dark Green,2,Medium Dusty,12,Grey,3409,Scarves,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Scarf in an airy weave with fringes along the sides.
0753737001,0753737,Twenty HW tapered,272,Trousers,Garment Lower body,1010016,Solid,09,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Trousers in woven fabric. High waist with pleats and a detachable tie belt, a concealed hook-and-eye fastener and a zip fly. Side pockets and tapered legs with creases."
0753746015,0753746,ALINA jogger (TVP),272,Trousers,Garment Lower body,1010016,Solid,52,Pink,1,Dusty Light,4,Pink,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Joggers in soft sweatshirt fabric with covered elastication and a drawstring at the waist, diagonal side pockets and gently tapered legs with elasticated hems. Brushed inside."
0753802005,0753802,Sacramento midi dress w,265,Dress,Garment Full body,1010001,All over pattern,09,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Calf-length dress in a crêpe weave with a V-neck, narrow adjustable shoulder straps, buttons down the front and two slits at the front."
0754106004,0754106,Tilda padded 2pk,306,Bra,Underwear,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,3705,Mama Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Non-wired nursing bras in soft microfibre with lightly padded, opening cups with space for nursing pads, adjustable shoulder straps and a hook-and-eye fastening at the back."
0754132019,0754132,Danny Zuko jumpsuit,267,Jumpsuit/Playsuit,Garment Full body,1010016,Solid,09,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"One-shoulder jumpsuit in woven fabric with a draped detail at the top and one long puff sleeve with a defined, gathered shoulder. Concealed silicone trim at the top to keep the jumpsuit in place and a concealed zip with a hook-and-eye fastener in one side. Seam at the waist with pleats to create volume at the top, diagonal side pockets and tapered legs. Unlined."
0754238015,0754238,Karin padded sport bra,254,Top,Garment Upper body,1010016,Solid,15,Greyish Beige,4,Dark,20,Khaki green,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sports bra in fast-drying functional fabric. Lined front with removable inserts, a racer back and a wide elasticated hem. Extra firm support."
0754238024,0754238,Karin padded sport bra,254,Top,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sports bra in fast-drying functional fabric. Lined front with removable inserts, a racer back and a wide elasticated hem. Extra firm support."
0754267058,0754267,Zebra- TVP- TM,252,Sweater,Garment Upper body,1010008,Front print,51,Light Pink,3,Light,4,Pink,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Top in lightweight sweatshirt fabric with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
0754357005,0754357,Arnie chunky sneaker,94,Sneakers,Shoes,1010016,Solid,11,Off White,1,Dusty Light,9,White,3939,Shoes Other,D,Divided,2,Divided,80,Divided Complements Other,1020,Shoes,"Trainers with a padded edge and tongue, and lacing at the front. Mesh linings and insoles and chunky soles."
0754423002,0754423,SADE strap top,253,Vest top,Garment Upper body,1010010,Melange,52,Pink,1,Dusty Light,4,Pink,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Fitted sports vest top in fast-drying functional fabric layered over a sports bra with an elastic hem and space for inserts. Double, elastic shoulder straps that cross at the back, and a low-cut back."
0754792003,0754792,Linn 5p Cotton Hipster,286,Underwear bottom,Underwear,1010016,Solid,09,Black,4,Dark,5,Black,3705,Mama Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Hipster briefs in organic cotton jersey with a lace trim at the top, wide sides, a lined gusset and medium coverage at the back."
0754792004,0754792,Linn hipster 5pk,286,Underwear bottom,Underwear,1010016,Solid,07,Grey,1,Dusty Light,12,Grey,3705,Mama Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Hipster briefs in organic cotton jersey with a lace trim at the top, wide sides, a lined gusset and medium coverage at the back."
0755467001,0755467,Henric fargo wireless push,306,Bra,Underwear,1010016,Solid,09,Black,4,Dark,5,Black,1339,Clean Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft, non-wired bra in mesh and satin with padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a hook-and-eye fastening at the back."
0755467004,0755467,Henric fargo wireless push,306,Bra,Underwear,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,1339,Clean Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft, non-wired bra in mesh and satin with padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a hook-and-eye fastening at the back."
0755574001,0755574,Ripley R-neck,252,Sweater,Garment Upper body,1010010,Melange,10,White,3,Light,9,White,5858,Knitwear,F,Menswear,3,Menswear,21,Contemporary Casual,1003,Knitwear,"Jumper in a soft, fine cotton knit with long raglan sleeves and ribbing around the neckline, cuffs and hem."
0755574003,0755574,Ripley R-neck,252,Sweater,Garment Upper body,1010010,Melange,73,Dark Blue,4,Dark,2,Blue,5858,Knitwear,F,Menswear,3,Menswear,21,Contemporary Casual,1003,Knitwear,"Jumper in a soft, fine cotton knit with long raglan sleeves and ribbing around the neckline, cuffs and hem."
0755574004,0755574,Ripley R-neck,252,Sweater,Garment Upper body,1010010,Melange,09,Black,4,Dark,5,Black,5858,Knitwear,F,Menswear,3,Menswear,21,Contemporary Casual,1003,Knitwear,"Jumper in a soft, fine cotton knit with long raglan sleeves and ribbing around the neckline, cuffs and hem."
0755759004,0755759,AMBRA cardigan,245,Cardigan,Garment Upper body,1010010,Melange,07,Grey,1,Dusty Light,12,Grey,8718,Young Girl Knitwear,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1003,Knitwear,"Cardigan in soft, fine-knit cotton with long sleeves, buttons down the front and ribbing around the neckline, cuffs and hem."
0756209003,0756209,Maui Straw Bag,66,Bag,Accessories,1010016,Solid,93,Dark Green,7,Medium,19,Green,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Bucket bag in braided paper straw with a shoulder strap, drawstring at the top and zipped inner compartment. Lined. Diameter approx 17 cm, width 21 cm, height 22 cm."
0756209004,0756209,Maui Straw Bag,66,Bag,Accessories,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Bucket bag in braided paper straw with a shoulder strap, drawstring at the top and zipped inner compartment. Lined. Diameter approx 17 cm, width 21 cm, height 22 cm."
0756248008,0756248,NASA tee,255,T-shirt,Garment Upper body,1010014,Placement print,93,Dark Green,4,Dark,20,Khaki green,7952,Jersey License,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,T-shirt in soft jersey with a print motif front and back.
0756318001,0756318,Lindsay Kimono (W),305,Robe,Underwear,1010021,Lace,09,Black,4,Dark,5,Black,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Short dressing gown in cool satin with lace sections. Wrapover front with concealed ties at one side, a sewn-in tie belt at the waist and 3/4-length, scallop-trimmed sleeves."
0756318006,0756318,Lindsay Kimono (W),305,Robe,Underwear,1010021,Lace,52,Pink,2,Medium Dusty,4,Pink,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Short dressing gown in cool satin with lace sections. Wrapover front with concealed ties at one side, a sewn-in tie belt at the waist and 3/4-length, scallop-trimmed sleeves."
0756318007,0756318,Lindsay Kimono (W),305,Robe,Underwear,1010021,Lace,52,Pink,2,Medium Dusty,4,Pink,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Short dressing gown in cool satin with lace sections. Wrapover front with concealed ties at one side, a sewn-in tie belt at the waist and 3/4-length, scallop-trimmed sleeves."
0756320026,0756320,Lindsay Sl-set (W),297,Pyjama set,Nightwear,1010021,Lace,52,Pink,1,Dusty Light,1,Mole,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear",Pyjama top and shorts in soft satin. V-neck cami top with adjustable spaghetti shoulder straps and lace at the top. Short shorts with narrow elastication at the waist and lace-trimmed hems.
0756322001,0756322,Lindsay N-slip (W),293,Night gown,Nightwear,1010021,Lace,09,Black,4,Dark,5,Black,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Short satin nightslip with lace at the top, a V-neck and adjustable spaghetti shoulder straps."
0756322009,0756322,Lindsay N-slip (W),293,Night gown,Nightwear,1010006,Dot,09,Black,4,Dark,5,Black,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Short satin nightslip with lace at the top, a V-neck and adjustable spaghetti shoulder straps."
0756898003,0756898,HM+ Mik 2pk padded,306,Bra,Underwear,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Bras in microfibre with underwired, padded cups that shape the bust and provide extra-firm support. Wide, adjustable shoulder straps and a hook-and-eye fastening at the back."
0757187004,0757187,Bird Top,258,Blouse,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Wide, straight-cut blouse in woven fabric with covered buttons at the front. Small stand-up collar, an opening and buttons at the back of the neck and short puff sleeves with narrow, buttoned cuffs."
0757298001,0757298,R-neck Honeycomb,252,Sweater,Garment Upper body,1010026,Other structure,12,Light Beige,1,Dusty Light,11,Beige,5831,Knitwear,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1003,Knitwear,"Long-sleeved pima cotton jumper in a textured knit with ribbing around the neckline, cuffs and hem."
0757303014,0757303,HONEY seamless bra (1),306,Bra,Underwear,1010016,Solid,06,Light Grey,1,Dusty Light,12,Grey,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sports bra in fast-drying functional fabric with jacquard-patterned details, removable inserts, adjustable shoulder straps that cross at the back and wide ribbing at the hem. Light support. The bra is designed with the minimum number of seams for a more comfortable fit and increased mobility."
0757303021,0757303,Honey seamless bra,254,Top,Garment Upper body,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sports bra in fast-drying functional fabric with jacquard-patterned details, removable inserts, adjustable shoulder straps that cross at the back and wide ribbing at the hem. Light support. The bra is designed with the minimum number of seams for a more comfortable fit and increased mobility."
0757805001,0757805,Wow Rocky Regular Tee 4.99:-,255,T-shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,5882,Jersey Fancy,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,T-shirt in soft cotton jersey with sewn-in turn-ups on the sleeves.
0757805002,0757805,Wow Rocky Regular Tee 4.99:-,255,T-shirt,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,5882,Jersey Fancy,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,T-shirt in soft cotton jersey with sewn-in turn-ups on the sleeves.
0757805010,0757805,Wow Rocky Tee 4.99:-,255,T-shirt,Garment Upper body,1010016,Solid,51,Light Pink,3,Light,4,Pink,5882,Jersey Fancy,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,T-shirt in soft cotton jersey with sewn-in turn-ups on the sleeves.
0757805013,0757805,Wow Rocky Tee 4.99:-,255,T-shirt,Garment Upper body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,5882,Jersey Fancy,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,T-shirt in soft cotton jersey with sewn-in turn-ups on the sleeves.
0757903001,0757903,Bengal Scarf,80,Scarf,Accessories,1010010,Melange,07,Grey,1,Dusty Light,12,Grey,3409,Scarves,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Scarf in a soft weave with fringes on the short sides.
0757903024,0757903,Bengal Scarf,80,Scarf,Accessories,1010010,Melange,32,Orange,2,Medium Dusty,11,Beige,3409,Scarves,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Scarf in a soft weave with fringes on the short sides.
0757903029,0757903,Bengal Scarf,80,Scarf,Accessories,1010016,Solid,62,Purple,1,Dusty Light,6,Lilac Purple,3409,Scarves,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Scarf in a soft weave with fringes on the short sides.
0757915002,0757915,Swish Super Push,298,Bikini top,Swimwear,1010016,Solid,09,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Bikini top with underwired, gathered, thickly padded, moulded cups to maximise the bust and create a fuller cleavage. Narrow ties that fasten at the back of the neck and an adjustable fastening at the back."
0757971001,0757971,Greta ctn brazilian 3p,286,Underwear bottom,Underwear,1010016,Solid,09,Black,4,Dark,5,Black,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in soft cotton jersey with lace trims, a low waist, lined gusset and high cut at the back."
0757971003,0757971,Greta ctn brazilian 3p,286,Underwear bottom,Underwear,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in soft cotton jersey with lace trims, a low waist, lined gusset and high cut at the back."
0757971004,0757971,Greta ctn brazilian 3p,286,Underwear bottom,Underwear,1010001,All over pattern,10,White,3,Light,9,White,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in soft cotton jersey with lace trims, a low waist, lined gusset and high cut at the back."
0757971006,0757971,Greta ctn brazilian 3p,286,Underwear bottom,Underwear,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in soft cotton jersey with lace trims, a low waist, lined gusset and high cut at the back."
0758034001,0758034,Ivory ch brazilian 5pk,286,Underwear bottom,Underwear,1010016,Solid,09,Black,4,Dark,5,Black,1336,Shopbasket Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in cotton jersey with lace trims, a low waist, lined gusset and high cut at the back."
0758034013,0758034,Ivory ch brazilian 5pk,286,Underwear bottom,Underwear,1010006,Dot,51,Light Pink,1,Dusty Light,4,Pink,1336,Shopbasket Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in cotton jersey with lace trims, a low waist, lined gusset and high cut at the back."
0758034015,0758034,Ivory ch brazilian 5pk,286,Underwear bottom,Underwear,1010016,Solid,06,Light Grey,1,Dusty Light,12,Grey,1336,Shopbasket Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in cotton jersey with lace trims, a low waist, lined gusset and high cut at the back."
0759326009,0759326,Honey Shape Swimsuit,57,Swimsuit,Swimwear,1010017,Stripe,10,White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Frill-trimmed wrapover top, lightly padded cups, decorative gathers in the sides, and adjustable shoulder straps."
0759465001,0759465,TILDA HIP BELT,67,Belt,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Belt with a metal buckle. Width approx. 2.5 cm.
0759469001,0759469,STAR western belt,67,Belt,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Belt in grained imitation leather with a large, patterned metal buckle. Width approx. 2.5 cm."
0759482001,0759482,EVA eyelet belt (W),67,Belt,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Belt in imitation leather with eyelets and a buckle in metal. Width 2.5 cm.
0759637004,0759637,Lisbon tencel dress,265,Dress,Garment Full body,1010016,Solid,71,Light Blue,3,Light,2,Blue,1310,Dress,A,Ladieswear,1,Ladieswear,6,Womens Casual,1013,Dresses Ladies,"Short dress in woven fabric with notch lapels, buttons down the front and a yoke with a pleat at the back. Flap chest pockets, short sleeves with sewn-in turn-ups, and a tie belt at the waist. Unlined."
